"time_sec","total_count","normal_ratio","blank_screen_ratio","end_early_ratio","no_act_ratio","no_delivery_ratio","handoff_ratio","refresh_ratio"
"2018-11-27 01:15:00",41,41,0,0,0,0,0,0
"2018-11-27 01:30:00",52,52,0,0,0,0,0,0
"2018-11-27 01:45:00",50,49,0,0,1,0,0,0
"2018-11-27 02:00:00",36,31,4,0,1,0,0,0
"2018-11-27 02:15:00",70,28,6,0,6,0,30,0
"2018-11-27 02:30:00",64,41,11,0,3,0,9,0
"2018-11-27 02:45:00",66,43,6,0,1,0,16,0
"2018-11-27 03:00:00",49,39,5,0,3,0,2,0
"2018-11-27 03:15:00",68,55,7,0,2,0,4,0
"2018-11-27 03:30:00",50,47,2,0,1,0,0,0
"2018-11-27 03:45:00",50,50,0,0,0,0,0,0
"2018-11-27 04:00:00",59,44,6,0,2,0,7,0
"2018-11-27 04:15:00",52,41,0,0,2,0,9,0
"2018-11-27 04:30:00",55,35,5,0,5,0,10,0
"2018-11-27 04:45:00",45,43,2,0,0,0,0,0
"2018-11-27 05:00:00",58,43,0,0,3,0,12,0
"2018-11-27 05:15:00",52,51,1,0,0,0,0,0
"2018-11-27 05:30:00",40,40,0,0,0,0,0,0
"2018-11-27 05:45:00",43,42,1,0,0,0,0,0
"2018-11-27 06:00:00",22,22,0,0,0,0,0,0
"2018-11-27 06:15:00",34,34,0,0,0,0,0,0
"2018-11-27 06:30:00",34,34,0,0,0,0,0,0
"2018-11-27 06:45:00",56,42,2,0,1,0,11,0
"2018-11-27 07:00:00",32,27,4,0,1,0,0,0
"2018-11-27 07:15:00",35,34,1,0,0,0,0,0
"2018-11-27 07:30:00",27,26,1,0,0,0,0,0
"2018-11-27 07:45:00",36,33,3,0,0,0,0,0
"2018-11-27 08:00:00",25,25,0,0,0,0,0,0
"2018-11-27 08:15:00",34,32,2,0,0,0,0,0
"2018-11-27 08:30:00",24,24,0,0,0,0,0,0
"2018-11-27 08:45:00",24,23,1,0,0,0,0,0
"2018-11-27 09:00:00",24,22,1,0,0,0,1,0
"2018-11-27 09:15:00",23,23,0,0,0,0,0,0
"2018-11-27 09:30:00",25,25,0,0,0,0,0,0
"2018-11-27 09:45:00",24,23,1,0,0,0,0,0
"2018-11-27 10:00:00",22,21,1,0,0,0,0,0
"2018-11-27 10:15:00",30,30,0,0,0,0,0,0
"2018-11-27 10:30:00",25,25,0,0,0,0,0,0
"2018-11-27 10:45:00",45,41,3,0,0,0,1,0
"2018-11-27 11:00:00",27,27,0,0,0,0,0,0
"2018-11-27 11:15:00",23,22,1,0,0,0,0,0
"2018-11-27 11:30:00",38,35,3,0,0,0,0,0
"2018-11-27 11:45:00",23,23,0,0,0,0,0,0
"2018-11-27 12:00:00",19,18,1,0,0,0,0,0
"2018-11-27 12:15:00",29,27,2,0,0,0,0,0
"2018-11-27 12:30:00",21,20,1,0,0,0,0,0
"2018-11-27 12:45:00",26,25,1,0,0,0,0,0
"2018-11-27 13:00:00",24,22,2,0,0,0,0,0
"2018-11-27 13:15:00",15,14,1,0,0,0,0,0
"2018-11-27 13:30:00",42,42,0,0,0,0,0,0
"2018-11-27 13:45:00",31,30,1,0,0,0,0,0
"2018-11-27 14:00:00",29,26,3,0,0,0,0,0
"2018-11-27 14:15:00",36,36,0,0,0,0,0,0
"2018-11-27 14:30:00",38,37,1,0,0,0,0,0
"2018-11-27 14:45:00",39,38,1,0,0,0,0,0
"2018-11-27 15:00:00",38,35,3,0,0,0,0,0
"2018-11-27 15:15:00",47,45,1,0,1,0,0,0
"2018-11-27 15:30:00",49,47,1,0,1,0,0,0
"2018-11-27 15:45:00",41,40,1,0,0,0,0,0
"2018-11-27 16:00:00",44,44,0,0,0,0,0,0
"2018-11-27 16:15:00",83,76,7,0,0,0,0,0
"2018-11-27 16:30:00",52,51,1,0,0,0,0,0
"2018-11-27 16:45:00",62,57,5,0,0,0,0,0
"2018-11-27 17:00:00",46,45,1,0,0,0,0,0
"2018-11-27 17:15:00",56,54,2,0,0,0,0,0
"2018-11-27 17:30:00",42,39,3,0,0,0,0,0
"2018-11-27 17:45:00",47,44,1,0,2,0,0,0
"2018-11-27 18:00:00",45,45,0,0,0,0,0,0
"2018-11-27 18:15:00",38,36,1,0,1,0,0,0
"2018-11-27 18:30:00",34,32,2,0,0,0,0,0
"2018-11-27 18:45:00",54,54,0,0,0,0,0,0
"2018-11-27 19:00:00",49,49,0,0,0,0,0,0
"2018-11-27 19:15:00",62,61,1,0,0,0,0,0
"2018-11-27 19:30:00",49,41,6,0,2,0,0,0
"2018-11-27 19:45:00",46,46,0,0,0,0,0,0
"2018-11-27 20:00:00",54,53,1,0,0,0,0,0
"2018-11-27 20:15:00",51,49,1,0,1,0,0,0
"2018-11-27 20:30:00",47,45,2,0,0,0,0,0
"2018-11-27 20:45:00",43,41,2,0,0,0,0,0
"2018-11-27 21:00:00",38,37,0,0,1,0,0,0
"2018-11-27 21:15:00",52,48,4,0,0,0,0,0
"2018-11-27 21:30:00",38,38,0,0,0,0,0,0
"2018-11-27 21:45:00",33,29,4,0,0,0,0,0
"2018-11-27 22:00:00",32,31,1,0,0,0,0,0
"2018-11-27 22:15:00",50,44,4,0,0,0,2,0
"2018-11-27 22:30:00",57,56,0,0,0,0,1,0
"2018-11-27 22:45:00",46,46,0,0,0,0,0,0
"2018-11-27 23:00:00",45,45,0,0,0,0,0,0
"2018-11-27 23:15:00",57,56,1,0,0,0,0,0
"2018-11-27 23:30:00",59,56,3,0,0,0,0,0
"2018-11-27 23:45:00",62,58,4,0,0,0,0,0
"2018-11-28 00:00:00",46,45,1,0,0,0,0,0
"2018-11-28 00:15:00",57,50,7,0,0,0,0,0
"2018-11-28 00:30:00",49,45,4,0,0,0,0,0
"2018-11-28 00:45:00",48,47,0,0,1,0,0,0
"2018-11-28 01:00:00",45,43,2,0,0,0,0,0
"2018-11-28 01:15:00",49,47,2,0,0,0,0,0
"2018-11-28 01:30:00",50,50,0,0,0,0,0,0
"2018-11-28 01:45:00",40,39,1,0,0,0,0,0
"2018-11-28 02:00:00",67,67,0,0,0,0,0,0
"2018-11-28 02:15:00",46,46,0,0,0,0,0,0
"2018-11-28 02:30:00",49,48,1,0,0,0,0,0
"2018-11-28 02:45:00",52,48,4,0,0,0,0,0
"2018-11-28 03:00:00",41,39,1,0,1,0,0,0
"2018-11-28 03:15:00",34,33,1,0,0,0,0,0
"2018-11-28 03:30:00",48,46,2,0,0,0,0,0
"2018-11-28 03:45:00",44,43,0,0,1,0,0,0
"2018-11-28 04:00:00",68,67,1,0,0,0,0,0
"2018-11-28 04:15:00",44,40,4,0,0,0,0,0
"2018-11-28 04:30:00",44,42,2,0,0,0,0,0
"2018-11-28 04:45:00",58,57,1,0,0,0,0,0
"2018-11-28 05:00:00",32,32,0,0,0,0,0,0
"2018-11-28 05:15:00",38,34,3,0,0,1,0,0
"2018-11-28 05:30:00",51,51,0,0,0,0,0,0
"2018-11-28 05:45:00",38,37,1,0,0,0,0,0
"2018-11-28 06:00:00",37,37,0,0,0,0,0,0
"2018-11-28 06:15:00",41,38,0,1,0,0,2,0
"2018-11-28 06:30:00",29,29,0,0,0,0,0,0
"2018-11-28 06:45:00",33,33,0,0,0,0,0,0
"2018-11-28 07:00:00",31,24,0,0,0,2,5,0
"2018-11-28 07:15:00",35,35,0,0,0,0,0,0
"2018-11-28 07:30:00",43,43,0,0,0,0,0,0
"2018-11-28 07:45:00",37,37,0,0,0,0,0,0
"2018-11-28 08:00:00",26,26,0,0,0,0,0,0
"2018-11-28 08:15:00",35,34,1,0,0,0,0,0
"2018-11-28 08:30:00",35,35,0,0,0,0,0,0
"2018-11-28 08:45:00",35,35,0,0,0,0,0,0
"2018-11-28 09:00:00",29,28,0,1,0,0,0,0
"2018-11-28 09:15:00",28,27,1,0,0,0,0,0
"2018-11-28 09:30:00",35,32,3,0,0,0,0,0
"2018-11-28 09:45:00",44,33,11,0,0,0,0,0
"2018-11-28 10:00:00",44,28,16,0,0,0,0,0
"2018-11-28 10:15:00",24,18,6,0,0,0,0,0
"2018-11-28 10:30:00",21,21,0,0,0,0,0,0
"2018-11-28 10:45:00",24,23,1,0,0,0,0,0
"2018-11-28 11:00:00",24,23,1,0,0,0,0,0
"2018-11-28 11:15:00",31,30,1,0,0,0,0,0
"2018-11-28 11:30:00",36,30,1,0,3,0,2,0
"2018-11-28 11:45:00",31,31,0,0,0,0,0,0
"2018-11-28 12:00:00",36,35,1,0,0,0,0,0
"2018-11-28 12:15:00",34,31,2,0,1,0,0,0
"2018-11-28 12:30:00",29,29,0,0,0,0,0,0
"2018-11-28 12:45:00",45,44,1,0,0,0,0,0
"2018-11-28 13:00:00",20,20,0,0,0,0,0,0
"2018-11-28 13:15:00",31,30,1,0,0,0,0,0
"2018-11-28 13:30:00",32,32,0,0,0,0,0,0
"2018-11-28 13:45:00",36,35,1,0,0,0,0,0
"2018-11-28 14:00:00",21,21,0,0,0,0,0,0
"2018-11-28 14:15:00",35,35,0,0,0,0,0,0
"2018-11-28 14:30:00",39,29,4,0,2,0,4,0
"2018-11-28 14:45:00",33,31,2,0,0,0,0,0
"2018-11-28 15:00:00",29,27,1,0,1,0,0,0
"2018-11-28 15:15:00",51,48,2,0,1,0,0,0
"2018-11-28 15:30:00",41,39,2,0,0,0,0,0
"2018-11-28 15:45:00",49,47,2,0,0,0,0,0
"2018-11-28 16:00:00",47,46,1,0,0,0,0,0
"2018-11-28 16:15:00",58,57,1,0,0,0,0,0
"2018-11-28 16:30:00",63,60,3,0,0,0,0,0
"2018-11-28 16:45:00",64,64,0,0,0,0,0,0
"2018-11-28 17:00:00",67,63,4,0,0,0,0,0
"2018-11-28 17:15:00",70,66,3,0,1,0,0,0
"2018-11-28 17:30:00",57,55,2,0,0,0,0,0
"2018-11-28 17:45:00",53,51,2,0,0,0,0,0
"2018-11-28 18:00:00",65,64,1,0,0,0,0,0
"2018-11-28 18:15:00",56,54,2,0,0,0,0,0
"2018-11-28 18:30:00",40,40,0,0,0,0,0,0
"2018-11-28 18:45:00",52,52,0,0,0,0,0,0
"2018-11-28 19:00:00",60,56,4,0,0,0,0,0
"2018-11-28 19:15:00",91,71,7,0,2,0,11,0
"2018-11-28 19:30:00",76,66,7,0,1,0,2,0
"2018-11-28 19:45:00",70,57,6,3,2,0,2,0
"2018-11-28 20:00:00",55,53,2,0,0,0,0,0
"2018-11-28 20:15:00",62,59,3,0,0,0,0,0
"2018-11-28 20:30:00",55,54,1,0,0,0,0,0
"2018-11-28 20:45:00",44,44,0,0,0,0,0,0
"2018-11-28 21:00:00",39,38,1,0,0,0,0,0
"2018-11-28 21:15:00",62,59,3,0,0,0,0,0
"2018-11-28 21:30:00",59,58,1,0,0,0,0,0
"2018-11-28 21:45:00",71,67,4,0,0,0,0,0
"2018-11-28 22:00:00",45,44,0,0,0,0,1,0
"2018-11-28 22:15:00",44,43,1,0,0,0,0,0
"2018-11-28 22:30:00",43,43,0,0,0,0,0,0
"2018-11-28 22:45:00",62,62,0,0,0,0,0,0
"2018-11-28 23:00:00",52,50,2,0,0,0,0,0
"2018-11-28 23:15:00",56,53,3,0,0,0,0,0
"2018-11-28 23:30:00",58,54,4,0,0,0,0,0
"2018-11-28 23:45:00",55,54,1,0,0,0,0,0
"2018-11-29 00:00:00",57,54,3,0,0,0,0,0
"2018-11-29 00:15:00",61,56,4,0,1,0,0,0
"2018-11-29 00:30:00",59,57,2,0,0,0,0,0
"2018-11-29 00:45:00",70,68,2,0,0,0,0,0
"2018-11-29 01:00:00",46,43,3,0,0,0,0,0
"2018-11-29 01:15:00",62,57,5,0,0,0,0,0
"2018-11-29 01:30:00",47,43,4,0,0,0,0,0
"2018-11-29 01:45:00",59,57,1,0,1,0,0,0
"2018-11-29 02:00:00",59,55,4,0,0,0,0,0
"2018-11-29 02:15:00",53,49,2,0,0,0,2,0
"2018-11-29 02:30:00",40,40,0,0,0,0,0,0
"2018-11-29 02:45:00",45,38,5,0,0,0,2,0
"2018-11-29 03:00:00",55,40,14,0,1,0,0,0
"2018-11-29 03:15:00",49,46,3,0,0,0,0,0
"2018-11-29 03:30:00",58,56,1,0,0,0,1,0
"2018-11-29 03:45:00",57,55,1,0,1,0,0,0
"2018-11-29 04:00:00",34,33,1,0,0,0,0,0
"2018-11-29 04:15:00",64,56,8,0,0,0,0,0
"2018-11-29 04:30:00",60,54,6,0,0,0,0,0
"2018-11-29 04:45:00",68,48,17,0,3,0,0,0
"2018-11-29 05:00:00",45,39,6,0,0,0,0,0
"2018-11-29 05:15:00",52,49,3,0,0,0,0,0
"2018-11-29 05:30:00",33,30,3,0,0,0,0,0
"2018-11-29 05:45:00",36,33,1,0,0,0,2,0
"2018-11-29 06:00:00",49,32,9,0,1,0,7,0
"2018-11-29 06:15:00",27,26,1,0,0,0,0,0
"2018-11-29 06:30:00",50,31,12,0,1,6,0,0
"2018-11-29 06:45:00",28,28,0,0,0,0,0,0
"2018-11-29 07:00:00",27,26,1,0,0,0,0,0
"2018-11-29 07:15:00",42,32,10,0,0,0,0,0
"2018-11-29 07:30:00",35,33,2,0,0,0,0,0
"2018-11-29 07:45:00",17,17,0,0,0,0,0,0
"2018-11-29 08:00:00",12,12,0,0,0,0,0,0
"2018-11-29 08:15:00",14,14,0,0,0,0,0,0
"2018-11-29 08:30:00",15,15,0,0,0,0,0,0
"2018-11-29 08:45:00",10,10,0,0,0,0,0,0
"2018-11-29 09:00:00",9,9,0,0,0,0,0,0
"2018-11-29 09:15:00",11,10,1,0,0,0,0,0
"2018-11-29 09:30:00",30,27,1,0,0,0,2,0
"2018-11-29 09:45:00",21,21,0,0,0,0,0,0
"2018-11-29 10:00:00",39,35,2,0,2,0,0,0
"2018-11-29 10:15:00",28,20,4,1,1,0,2,0
"2018-11-29 10:30:00",48,31,6,0,4,0,7,0
"2018-11-29 10:45:00",25,25,0,0,0,0,0,0
"2018-11-29 11:00:00",39,39,0,0,0,0,0,0
"2018-11-29 11:15:00",34,34,0,0,0,0,0,0
"2018-11-29 11:30:00",32,32,0,0,0,0,0,0
"2018-11-29 11:45:00",20,20,0,0,0,0,0,0
"2018-11-29 12:00:00",16,16,0,0,0,0,0,0
"2018-11-29 12:15:00",18,18,0,0,0,0,0,0
"2018-11-29 12:30:00",19,19,0,0,0,0,0,0
"2018-11-29 12:45:00",19,18,1,0,0,0,0,0
"2018-11-29 13:00:00",18,18,0,0,0,0,0,0
"2018-11-29 13:15:00",18,18,0,0,0,0,0,0
"2018-11-29 13:30:00",36,36,0,0,0,0,0,0
"2018-11-29 13:45:00",35,35,0,0,0,0,0,0
"2018-11-29 14:00:00",53,53,0,0,0,0,0,0
"2018-11-29 14:15:00",32,32,0,0,0,0,0,0
"2018-11-29 14:30:00",51,30,4,0,0,9,8,0
"2018-11-29 14:45:00",37,35,2,0,0,0,0,0
"2018-11-29 15:00:00",43,43,0,0,0,0,0,0
"2018-11-29 15:15:00",38,38,0,0,0,0,0,0
"2018-11-29 15:30:00",51,51,0,0,0,0,0,0
"2018-11-29 15:45:00",32,32,0,0,0,0,0,0
"2018-11-29 16:00:00",57,56,0,0,1,0,0,0
"2018-11-29 16:15:00",44,44,0,0,0,0,0,0
"2018-11-29 16:30:00",41,41,0,0,0,0,0,0
"2018-11-29 16:45:00",37,34,2,1,0,0,0,0
"2018-11-29 17:00:00",53,51,2,0,0,0,0,0
"2018-11-29 17:15:00",47,47,0,0,0,0,0,0
"2018-11-29 17:30:00",59,58,1,0,0,0,0,0
"2018-11-29 17:45:00",54,52,2,0,0,0,0,0
"2018-11-29 18:00:00",52,50,2,0,0,0,0,0
"2018-11-29 18:15:00",45,42,2,0,1,0,0,0
"2018-11-29 18:30:00",47,45,2,0,0,0,0,0
"2018-11-29 18:45:00",54,53,1,0,0,0,0,0
"2018-11-29 19:00:00",61,58,3,0,0,0,0,0
"2018-11-29 19:15:00",44,36,6,1,1,0,0,0
"2018-11-29 19:30:00",46,45,1,0,0,0,0,0
"2018-11-29 19:45:00",27,26,1,0,0,0,0,0
"2018-11-29 20:00:00",31,29,2,0,0,0,0,0
"2018-11-29 20:15:00",30,30,0,0,0,0,0,0
"2018-11-29 20:30:00",38,38,0,0,0,0,0,0
"2018-11-29 20:45:00",35,35,0,0,0,0,0,0
"2018-11-29 21:00:00",31,31,0,0,0,0,0,0
"2018-11-29 21:15:00",41,39,2,0,0,0,0,0
"2018-11-29 21:30:00",48,48,0,0,0,0,0,0
"2018-11-29 21:45:00",38,38,0,0,0,0,0,0
"2018-11-29 22:00:00",47,47,0,0,0,0,0,0
"2018-11-29 22:15:00",44,44,0,0,0,0,0,0
"2018-11-29 22:30:00",49,48,1,0,0,0,0,0
"2018-11-29 22:45:00",38,38,0,0,0,0,0,0
"2018-11-29 23:00:00",69,66,2,0,1,0,0,0
"2018-11-29 23:15:00",58,58,0,0,0,0,0,0
"2018-11-29 23:30:00",54,54,0,0,0,0,0,0
"2018-11-29 23:45:00",62,59,3,0,0,0,0,0
"2018-11-30 00:00:00",44,44,0,0,0,0,0,0
"2018-11-30 00:15:00",46,44,1,0,0,0,1,0
"2018-11-30 00:30:00",34,34,0,0,0,0,0,0
"2018-11-30 00:45:00",49,48,0,0,1,0,0,0
"2018-11-30 01:00:00",49,47,0,0,2,0,0,0
"2018-11-30 01:15:00",41,39,2,0,0,0,0,0
"2018-11-30 01:30:00",54,54,0,0,0,0,0,0
"2018-11-30 01:45:00",37,37,0,0,0,0,0,0
"2018-11-30 02:00:00",63,62,1,0,0,0,0,0
"2018-11-30 02:15:00",45,28,8,0,3,0,6,0
"2018-11-30 02:30:00",74,47,7,0,2,0,18,0
"2018-11-30 02:45:00",45,45,0,0,0,0,0,0
"2018-11-30 03:00:00",79,45,5,0,2,0,27,0
"2018-11-30 03:15:00",35,35,0,0,0,0,0,0
"2018-11-30 03:30:00",40,37,3,0,0,0,0,0
"2018-11-30 03:45:00",35,34,1,0,0,0,0,0
"2018-11-30 04:00:00",28,25,3,0,0,0,0,0
"2018-11-30 04:15:00",30,29,0,0,1,0,0,0
"2018-11-30 04:30:00",29,29,0,0,0,0,0,0
"2018-11-30 04:45:00",34,32,2,0,0,0,0,0
"2018-11-30 05:00:00",32,32,0,0,0,0,0,0
"2018-11-30 05:15:00",48,48,0,0,0,0,0,0
"2018-11-30 05:30:00",49,49,0,0,0,0,0,0
"2018-11-30 05:45:00",47,43,1,0,0,0,3,0
"2018-11-30 06:00:00",44,43,1,0,0,0,0,0
"2018-11-30 06:15:00",35,30,3,0,1,0,1,0
"2018-11-30 06:30:00",47,47,0,0,0,0,0,0
"2018-11-30 06:45:00",34,34,0,0,0,0,0,0
"2018-11-30 07:00:00",38,34,4,0,0,0,0,0
"2018-11-30 07:15:00",22,21,1,0,0,0,0,0
"2018-11-30 07:30:00",20,18,2,0,0,0,0,0
"2018-11-30 07:45:00",17,17,0,0,0,0,0,0
"2018-11-30 08:00:00",19,17,2,0,0,0,0,0
"2018-11-30 08:15:00",15,15,0,0,0,0,0,0
"2018-11-30 08:30:00",28,26,2,0,0,0,0,0
"2018-11-30 08:45:00",24,22,1,0,1,0,0,0
"2018-11-30 09:00:00",36,35,1,0,0,0,0,0
"2018-11-30 09:15:00",26,24,2,0,0,0,0,0
"2018-11-30 09:30:00",28,28,0,0,0,0,0,0
"2018-11-30 09:45:00",28,20,2,1,5,0,0,0
"2018-11-30 10:00:00",30,28,2,0,0,0,0,0
"2018-11-30 10:15:00",33,28,0,0,4,0,1,0
"2018-11-30 10:30:00",42,40,1,0,1,0,0,0
"2018-11-30 10:45:00",28,24,2,0,1,0,1,0
"2018-11-30 11:00:00",26,26,0,0,0,0,0,0
"2018-11-30 11:15:00",27,25,1,0,0,0,1,0
"2018-11-30 11:30:00",21,20,0,1,0,0,0,0
"2018-11-30 11:45:00",17,17,0,0,0,0,0,0
"2018-11-30 12:00:00",19,14,5,0,0,0,0,0
"2018-11-30 12:15:00",17,17,0,0,0,0,0,0
"2018-11-30 12:30:00",26,25,1,0,0,0,0,0
"2018-11-30 12:45:00",23,22,1,0,0,0,0,0
"2018-11-30 13:00:00",23,23,0,0,0,0,0,0
"2018-11-30 13:15:00",26,26,0,0,0,0,0,0
"2018-11-30 13:30:00",37,37,0,0,0,0,0,0
"2018-11-30 13:45:00",34,34,0,0,0,0,0,0
"2018-11-30 14:00:00",48,48,0,0,0,0,0,0
"2018-11-30 14:15:00",39,39,0,0,0,0,0,0
"2018-11-30 14:30:00",56,36,12,0,0,5,3,0
"2018-11-30 14:45:00",42,35,1,1,3,2,0,0
"2018-11-30 15:00:00",40,40,0,0,0,0,0,0
"2018-11-30 15:15:00",35,35,0,0,0,0,0,0
"2018-11-30 15:30:00",49,49,0,0,0,0,0,0
"2018-11-30 15:45:00",42,40,1,0,1,0,0,0
"2018-11-30 16:00:00",46,45,0,0,1,0,0,0
"2018-11-30 16:15:00",55,55,0,0,0,0,0,0
"2018-11-30 16:30:00",69,68,1,0,0,0,0,0
"2018-11-30 16:45:00",56,56,0,0,0,0,0,0
"2018-11-30 17:00:00",49,49,0,0,0,0,0,0
"2018-11-30 17:15:00",51,50,1,0,0,0,0,0
"2018-11-30 17:30:00",54,54,0,0,0,0,0,0
"2018-11-30 17:45:00",51,51,0,0,0,0,0,0
"2018-11-30 18:00:00",63,62,0,0,0,0,1,0
"2018-11-30 18:15:00",50,48,0,0,0,0,2,0
"2018-11-30 18:30:00",59,58,1,0,0,0,0,0
"2018-11-30 18:45:00",66,65,1,0,0,0,0,0
"2018-11-30 19:00:00",68,66,0,0,2,0,0,0
"2018-11-30 19:15:00",58,54,1,0,0,2,1,0
"2018-11-30 19:30:00",74,63,4,0,4,2,1,0
"2018-11-30 19:45:00",42,42,0,0,0,0,0,0
"2018-11-30 20:00:00",51,50,0,0,0,0,1,0
"2018-11-30 20:15:00",51,49,2,0,0,0,0,0
"2018-11-30 20:30:00",56,54,2,0,0,0,0,0
"2018-11-30 20:45:00",49,49,0,0,0,0,0,0
"2018-11-30 21:00:00",45,45,0,0,0,0,0,0
"2018-11-30 21:15:00",48,48,0,0,0,0,0,0
"2018-11-30 21:30:00",55,53,2,0,0,0,0,0
"2018-11-30 21:45:00",47,47,0,0,0,0,0,0
"2018-11-30 22:00:00",74,72,2,0,0,0,0,0
"2018-11-30 22:15:00",53,52,1,0,0,0,0,0
"2018-11-30 22:30:00",67,65,1,1,0,0,0,0
"2018-11-30 22:45:00",63,62,1,0,0,0,0,0
"2018-11-30 23:00:00",49,43,6,0,0,0,0,0
"2018-11-30 23:15:00",61,44,15,0,0,0,2,0
"2018-11-30 23:30:00",67,46,1,0,5,0,15,0
"2018-11-30 23:45:00",53,52,0,0,0,0,1,0
"2018-12-01 00:00:00",50,49,1,0,0,0,0,0
"2018-12-01 00:15:00",45,45,0,0,0,0,0,0
"2018-12-01 00:30:00",52,52,0,0,0,0,0,0
"2018-12-01 00:45:00",73,72,1,0,0,0,0,0
"2018-12-01 01:00:00",84,78,4,0,2,0,0,0
"2018-12-01 01:15:00",77,72,5,0,0,0,0,0
"2018-12-01 01:30:00",78,78,0,0,0,0,0,0
"2018-12-01 01:45:00",46,43,3,0,0,0,0,0
"2018-12-01 02:00:00",70,66,4,0,0,0,0,0
"2018-12-01 02:15:00",65,62,2,0,1,0,0,0
"2018-12-01 02:30:00",65,63,2,0,0,0,0,0
"2018-12-01 02:45:00",50,48,1,0,1,0,0,0
"2018-12-01 03:00:00",65,64,1,0,0,0,0,0
"2018-12-01 03:15:00",45,41,1,0,3,0,0,0
"2018-12-01 03:30:00",51,50,1,0,0,0,0,0
"2018-12-01 03:45:00",41,30,0,0,3,5,3,0
"2018-12-01 04:00:00",67,67,0,0,0,0,0,0
"2018-12-01 04:15:00",37,34,3,0,0,0,0,0
"2018-12-01 04:30:00",37,35,2,0,0,0,0,0
"2018-12-01 04:45:00",34,34,0,0,0,0,0,0
"2018-12-01 05:00:00",62,59,3,0,0,0,0,0
"2018-12-01 05:15:00",52,47,4,0,1,0,0,0
"2018-12-01 05:30:00",49,48,1,0,0,0,0,0
"2018-12-01 05:45:00",28,28,0,0,0,0,0,0
"2018-12-01 06:00:00",54,53,1,0,0,0,0,0
"2018-12-01 06:15:00",29,28,1,0,0,0,0,0
"2018-12-01 06:30:00",51,51,0,0,0,0,0,0
"2018-12-01 06:45:00",34,32,2,0,0,0,0,0
"2018-12-01 07:00:00",42,35,6,0,1,0,0,0
"2018-12-01 07:15:00",33,33,0,0,0,0,0,0
"2018-12-01 07:30:00",29,29,0,0,0,0,0,0
"2018-12-01 07:45:00",28,28,0,0,0,0,0,0
"2018-12-01 08:00:00",27,27,0,0,0,0,0,0
"2018-12-01 08:15:00",21,21,0,0,0,0,0,0
"2018-12-01 08:30:00",41,41,0,0,0,0,0,0
"2018-12-01 08:45:00",31,31,0,0,0,0,0,0
"2018-12-01 09:00:00",35,34,1,0,0,0,0,0
"2018-12-01 09:15:00",28,26,0,0,0,2,0,0
"2018-12-01 09:30:00",32,32,0,0,0,0,0,0
"2018-12-01 09:45:00",25,25,0,0,0,0,0,0
"2018-12-01 10:00:00",40,28,1,0,11,0,0,0
"2018-12-01 10:15:00",21,17,3,0,1,0,0,0
"2018-12-01 10:30:00",22,21,1,0,0,0,0,0
"2018-12-01 10:45:00",26,16,0,0,10,0,0,0
"2018-12-01 11:00:00",33,33,0,0,0,0,0,0
"2018-12-01 11:15:00",23,22,1,0,0,0,0,0
"2018-12-01 11:30:00",24,23,0,0,0,0,1,0
"2018-12-01 11:45:00",16,15,1,0,0,0,0,0
"2018-12-01 12:00:00",26,19,2,0,1,3,1,0
"2018-12-01 12:15:00",25,25,0,0,0,0,0,0
"2018-12-01 12:30:00",36,35,1,0,0,0,0,0
"2018-12-01 12:45:00",28,28,0,0,0,0,0,0
"2018-12-01 13:00:00",31,30,1,0,0,0,0,0
"2018-12-01 13:15:00",28,28,0,0,0,0,0,0
"2018-12-01 13:30:00",23,23,0,0,0,0,0,0
"2018-12-01 13:45:00",21,21,0,0,0,0,0,0
"2018-12-01 14:00:00",37,37,0,0,0,0,0,0
"2018-12-01 14:15:00",31,31,0,0,0,0,0,0
"2018-12-01 14:30:00",30,27,3,0,0,0,0,0
"2018-12-01 14:45:00",26,26,0,0,0,0,0,0
"2018-12-01 15:00:00",28,28,0,0,0,0,0,0
"2018-12-01 15:15:00",28,28,0,0,0,0,0,0
"2018-12-01 15:30:00",27,27,0,0,0,0,0,0
"2018-12-01 15:45:00",26,26,0,0,0,0,0,0
"2018-12-01 16:00:00",44,43,1,0,0,0,0,0
"2018-12-01 16:15:00",31,31,0,0,0,0,0,0
"2018-12-01 16:30:00",50,49,1,0,0,0,0,0
"2018-12-01 16:45:00",35,30,2,0,3,0,0,0
"2018-12-01 17:00:00",49,48,1,0,0,0,0,0
"2018-12-01 17:15:00",40,39,0,0,1,0,0,0
"2018-12-01 17:30:00",50,50,0,0,0,0,0,0
"2018-12-01 17:45:00",31,31,0,0,0,0,0,0
"2018-12-01 18:00:00",41,38,3,0,0,0,0,0
"2018-12-01 18:15:00",32,25,7,0,0,0,0,0
"2018-12-01 18:30:00",48,42,6,0,0,0,0,0
"2018-12-01 18:45:00",53,41,12,0,0,0,0,0
"2018-12-01 19:00:00",47,46,1,0,0,0,0,0
"2018-12-01 19:15:00",38,36,2,0,0,0,0,0
"2018-12-01 19:30:00",53,53,0,0,0,0,0,0
"2018-12-01 19:45:00",48,47,0,0,0,0,1,0
"2018-12-01 20:00:00",85,63,4,0,8,0,10,0
"2018-12-01 20:15:00",45,43,1,0,1,0,0,0
"2018-12-01 20:30:00",72,72,0,0,0,0,0,0
"2018-12-01 20:45:00",55,50,2,0,0,0,3,0
"2018-12-01 21:00:00",66,64,2,0,0,0,0,0
